41,17,28,18,33,0,81,60,53,74,40,67,78,6,64,68,22,14,36,82,1,63,70,80,34,5,77,3,79,76,88,8,71,86,39,13,11,89,84,19,16,87,85,38,30,24,42,20,7,46,26,83,44,35,43,21,31,23,50,37,29,32,10,48,12,15,51,47,45,52,54,61,59,27,49,72,2,25,62,69,9,55,4,65,58,57,73,66,56,75
29,25,55,7,21,12,53,76,73,74,22,71,86,15,78,81,1,17,27,80,6,62,84,70,30,20,68,4,65,77,72,2,85,83,44,5,3,88,87,39,8,89,79,36,24,31,56,9,13,35,14,82,47,23,43,11,26,33,38,37,42,32,41,28,10,54,45,66,34,46,52,49,50,18,60,69,0,40,57,61,16,51,19,59,67,48,64,63,75,58
39,24,11,3,22,8,55,81,72,60,28,67,65,12,76,62,7,29,27,84,0,77,78,85,30,23,87,6,68,79,70,9,75,86,26,19,4,83,82,42,10,80,88,33,21,36,47,5,14,41,18,89,35,44,73,20,16,15,43,45,37,31,25,32,17,40,46,69,50,49,54,51,34,38,71,61,1,64,48,56,13,52,2,53,74,59,57,66,58,63
42,23,30,12,13,6,74,69,67,66,38,64,82,11,76,83,0,19,48,88,7,70,72,78,22,15,81,3,71,75,77,14,87,86,31,10,2,79,84,17,24,85,89,44,37,35,34,9,16,45,1,80,41,33,47,18,25,32,51,39,52,28,20,29,21,40,50,49,59,36,54,61,46,26,43,53,4,27,68,58,5,55,8,56,62,60,73,57,65,63
33,28,26,0,24,2,77,72,67,69,42,75,63,7,73,71,6,10,32,79,1,70,83,81,27,25,80,14,64,87,82,16,86,88,22,19,3,76,84,31,4,85,68,50,34,23,49,5,15,38,9,89,44,40,45,17,13,20,46,36,48,30,29,39,12,35,55,52,37,47,60,65,51,21,58,66,11,41,54,43,8,53,18,56,57,61,62,59,74,78
24,43,15,7,19,1,79,71,68,64,36,55,61,22,69,80,5,26,25,86,23,74,75,73,39,2,84,11,72,78,81,18,85,77,41,0,8,76,88,42,4,87,89,30,14,28,46,9,16,62,13,82,35,29,45,32,17,33,57,52,38,40,20,27,6,34,60,21,53,47,56,51,37,31,49,63,3,50,67,44,10,59,12,58,70,66,48,54,83,65
31,14,44,4,17,3,68,89,62,70,41,74,71,16,65,69,19,27,40,83,6,73,79,81,39,22,67,1,66,85,80,9,76,78,23,8,2,86,88,21,7,87,84,51,18,28,32,13,10,38,5,82,46,53,24,12,26,34,57,25,29,30,33,20,36,37,45,47,54,42,52,50,63,35,61,56,0,48,55,58,11,59,15,64,60,49,72,75,43,77
25,28,30,0,22,5,61,89,71,66,32,72,75,16,73,64,1,7,38,81,10,79,80,86,33,26,67,9,76,77,78,3,69,83,29,6,2,84,82,45,13,87,88,46,17,11,15,19,14,42,21,85,44,36,41,20,23,24,35,47,27,31,12,39,18,43,49,37,56,53,51,54,68,40,48,52,4,65,55,74,34,62,8,50,63,70,57,59,58,60
32,18,25,1,7,3,68,70,77,55,24,80,59,20,72,69,6,5,27,86,11,76,85,81,26,14,78,19,74,82,79,9,71,84,28,15,0,75,88,44,4,89,87,35,37,38,41,8,17,48,30,83,50,21,31,23,12,34,45,40,46,22,36,57,13,29,65,42,47,43,61,39,52,33,49,54,2,56,63,66,10,51,16,58,53,73,62,60,67,64
30,35,22,2,26,5,58,71,50,61,37,57,73,28,74,81,4,27,33,85,13,79,67,72,24,19,70,9,78,82,77,10,64,88,11,1,3,76,75,38,21,87,86,40,41,49,39,6,7,47,14,83,45,23,46,17,15,16,54,25,43,29,34,32,20,31,53,42,51,48,52,59,56,18,55,63,0,44,60,65,12,68,8,66,62,69,89,36,80,84
