35,23,24,8,26,3,68,76,71,65,34,70,73,11,69,75,2,15,25,86,1,72,79,82,28,20,80,4,77,84,78,10,74,83,31,9,6,81,89,37,12,85,88,38,29,32,36,5,17,43,14,87,48,33,40,18,19,21,45,41,44,30,27,39,16,42,49,47,51,46,54,53,52,22,55,60,0,50,58,59,13,56,7,61,66,62,64,63,57,67
35,23,24,5,25,2,70,78,67,68,32,71,73,9,72,75,3,15,31,85,4,69,79,80,26,21,76,6,77,81,84,8,74,82,33,7,1,83,87,38,12,88,89,41,27,34,37,10,18,44,13,86,46,30,39,16,20,22,48,40,43,28,29,36,17,42,50,47,49,45,57,56,54,19,52,60,0,51,58,55,14,53,11,59,64,61,62,66,63,65
36,26,24,2,25,6,70,75,66,68,32,72,71,11,69,74,9,15,31,85,3,73,76,82,28,23,80,8,77,84,79,4,78,83,35,12,0,81,87,39,10,88,89,40,21,34,33,5,16,43,13,86,38,30,41,17,18,22,49,48,44,27,29,37,20,42,50,45,47,46,54,52,51,19,55,59,1,53,58,57,14,56,7,60,65,62,63,64,61,67
32,24,26,6,23,1,71,76,66,68,36,69,70,8,75,73,4,12,30,86,3,72,78,80,25,16,77,5,81,82,79,7,74,85,34,10,2,83,87,37,13,88,89,39,27,33,38,9,21,45,20,84,40,31,41,22,17,19,46,44,43,29,28,35,15,42,49,50,47,48,58,55,52,18,54,57,0,51,59,56,14,53,11,61,67,62,60,65,63,64
37,21,25,5,24,2,71,74,69,67,30,70,73,9,72,76,4,13,29,83,3,68,79,81,28,22,75,10,78,82,80,7,77,85,36,8,1,84,89,35,14,86,88,38,32,34,39,6,19,48,15,87,44,31,40,17,18,23,41,43,45,26,27,33,16,42,50,47,49,46,56,54,53,20,51,59,0,52,57,58,12,55,11,60,62,61,64,66,63,65
36,24,21,5,26,3,72,76,70,67,31,68,74,9,71,73,4,15,29,85,0,69,79,82,25,20,75,7,77,81,80,6,78,86,32,8,1,84,87,37,13,88,89,41,28,35,39,10,14,46,17,83,42,33,38,19,16,23,48,44,45,30,27,34,18,40,49,43,51,47,53,55,52,22,54,58,2,50,57,61,12,56,11,60,64,62,59,65,63,66
39,26,24,6,22,3,71,75,67,69,32,68,72,10,73,74,5,16,30,86,2,70,77,80,25,18,76,7,79,82,81,8,78,84,33,4,1,83,87,41,15,88,89,38,27,34,36,9,19,43,13,85,47,31,37,14,21,23,48,45,42,28,29,35,17,40,50,46,49,44,54,57,53,20,51,60,0,52,58,59,12,56,11,64,61,63,65,55,62,66
34,24,26,5,23,2,65,77,61,70,32,69,72,10,73,74,4,18,31,82,1,71,79,83,27,20,78,7,75,86,80,6,76,85,35,8,0,81,87,37,11,88,84,39,29,33,38,9,16,47,12,89,42,28,41,17,14,22,46,43,45,30,25,36,21,40,51,44,50,48,49,55,54,19,52,58,3,53,59,57,15,56,13,60,67,62,63,66,64,68
36,19,24,4,25,2,70,74,67,69,32,68,77,9,72,73,8,23,28,89,3,71,78,82,26,18,79,7,75,80,87,5,76,83,35,6,0,81,88,37,13,85,86,39,27,30,38,10,21,50,16,84,40,29,42,15,17,20,54,44,43,33,31,34,14,41,51,48,47,45,55,52,49,22,53,59,1,46,57,61,12,56,11,58,62,60,63,65,64,66
33,21,23,4,22,3,73,75,67,70,29,68,71,12,72,74,6,15,32,83,2,69,80,82,31,20,79,11,76,84,78,5,77,85,37,7,0,81,87,34,13,88,89,41,27,30,36,9,16,45,14,86,43,35,42,18,19,24,47,44,40,25,26,39,17,38,52,48,49,46,55,51,53,28,54,59,1,50,58,60,8,56,10,57,65,62,64,63,61,66
