32,68,76,78,2,82,7,16,22,8,21,66,69,70,73,74,72,75,80,79,1,84,18,5,3,81,6,86,71,9,30,77,13,24,14,85,31,42,23,88,12,44,35,53,11,83,89,17,67,19,0,10,27,29,25,28,34,87,20,26,39,58,40,38,37,33,64,45,41,47,49,50,46,52,36,61,51,43,59,57,15,48,65,63,60,56,54,4,55,62
25,74,81,79,5,85,2,15,19,6,28,63,72,65,71,76,70,78,82,80,3,73,23,1,12,83,9,84,69,7,27,75,16,33,0,86,21,45,10,89,14,40,32,47,8,77,87,20,57,17,4,22,24,26,30,37,35,88,18,38,34,59,48,43,42,29,67,41,39,51,46,49,52,50,31,53,56,36,61,55,13,44,64,62,66,54,60,11,58,68
18,64,76,85,6,87,14,19,30,9,28,69,68,73,72,82,74,84,75,77,2,83,25,4,1,81,11,79,71,5,29,70,12,26,0,88,22,43,10,89,17,36,31,46,7,78,86,23,53,20,3,16,24,45,21,32,27,80,15,47,37,41,50,38,40,34,61,35,57,55,48,44,52,62,33,51,56,39,63,60,8,42,58,54,59,49,67,13,65,66
30,68,74,77,7,84,14,17,6,4,24,69,70,67,78,73,72,89,80,71,2,83,20,1,8,79,9,85,75,5,31,76,16,25,3,86,27,52,12,88,19,36,32,49,10,82,87,22,59,13,0,18,23,26,28,33,29,81,21,39,37,56,38,44,47,34,65,40,42,53,48,45,50,46,35,57,58,41,61,54,15,43,55,64,62,51,60,11,63,66
26,65,79,82,7,85,10,11,23,12,20,64,68,70,73,81,67,77,83,80,5,84,21,3,1,86,6,88,72,17,31,74,8,28,2,89,25,49,22,75,14,36,37,46,9,76,78,27,53,24,0,15,16,19,29,34,32,87,18,35,38,51,40,33,42,30,58,57,43,50,41,45,56,60,47,48,55,39,61,59,13,44,63,54,69,52,66,4,62,71
21,64,72,84,2,82,10,6,25,5,19,69,68,56,65,75,71,73,77,87,0,81,16,7,1,79,11,88,74,8,31,78,18,27,9,85,29,54,23,89,14,52,34,53,3,80,86,17,55,22,4,13,20,28,30,24,26,83,33,35,38,61,42,36,47,32,76,39,40,43,50,49,48,70,37,58,41,44,51,60,15,46,57,62,66,45,63,12,59,67
18,64,70,86,9,82,11,21,22,0,17,59,67,74,73,77,76,85,78,75,1,83,20,5,3,80,7,84,69,10,36,68,13,29,2,88,26,51,8,87,15,39,38,50,6,79,89,25,48,24,4,14,23,27,30,28,31,81,16,33,35,61,37,43,41,34,66,40,45,47,52,46,53,55,32,54,58,42,63,60,19,44,56,65,71,49,57,12,62,72
28,70,76,79,4,85,10,12,25,11,18,69,68,67,73,72,75,74,77,82,6,80,13,1,3,84,7,81,71,8,42,78,21,26,2,86,24,44,14,89,20,36,30,52,5,83,88,16,48,19,0,17,23,27,29,39,33,87,22,35,38,59,32,34,49,31,61,40,46,41,47,51,65,54,37,55,56,43,60,53,9,45,62,63,64,50,57,15,58,66
19,68,73,83,6,85,12,16,18,5,26,72,75,63,67,69,76,82,74,78,3,80,20,0,7,84,13,79,77,4,27,71,8,31,2,87,25,45,15,88,21,41,39,50,17,81,89,23,55,14,1,10,24,30,29,28,33,86,22,36,38,57,35,43,46,32,61,47,40,49,42,48,52,53,34,54,56,44,60,59,9,37,66,64,62,51,58,11,65,70
24,68,72,80,5,86,9,16,19,4,22,69,63,62,74,75,81,79,77,78,2,82,26,3,6,85,7,84,71,12,28,73,20,27,1,87,30,29,23,88,17,38,39,47,13,76,89,18,52,10,0,8,21,32,25,36,35,83,15,31,37,58,41,40,44,33,70,48,46,49,45,53,54,51,34,56,55,43,59,57,14,42,60,65,66,50,64,11,61,67
23,75,70,83,2,86,10,14,29,4,19,62,69,67,76,78,73,71,79,74,6,80,22,1,8,84,17,85,68,9,28,77,11,31,5,82,26,50,12,88,21,38,42,48,3,81,89,16,55,18,0,15,25,27,30,33,41,87,20,32,35,56,36,37,43,24,66,46,47,49,45,44,51,53,34,59,60,39,57,54,7,40,61,63,65,58,52,13,64,72
26,69,79,78,9,88,17,1,23,7,16,74,68,67,72,73,77,75,70,76,2,83,19,4,15,80,13,85,71,12,33,82,10,24,0,87,30,50,14,89,20,36,39,42,5,81,86,22,56,21,3,11,25,31,29,28,35,84,27,32,18,61,37,40,45,34,66,41,44,46,51,55,48,53,38,49,60,43,62,52,6,47,57,65,63,54,58,8,59,64
26,74,76,84,5,81,8,12,22,0,21,70,67,69,61,72,73,79,85,78,6,83,24,3,11,82,10,80,71,4,32,75,15,29,2,87,25,40,16,86,23,38,35,53,9,77,89,19,54,17,1,13,18,27,31,30,28,88,20,34,36,64,42,41,44,33,60,49,45,50,39,52,51,55,37,59,56,43,66,58,7,47,57,63,68,46,48,14,65,62
17,71,80,77,7,88,18,11,23,3,22,61,70,66,69,73,68,78,85,75,2,89,24,1,6,86,8,82,81,15,28,72,12,25,0,79,33,38,13,87,19,45,37,46,5,76,84,21,53,20,4,16,14,31,29,27,36,83,26,35,34,62,43,30,40,32,67,42,44,50,54,48,51,52,41,59,49,39,58,74,10,47,57,63,56,55,65,9,60,64
23,75,79,81,3,86,11,15,21,5,24,67,65,72,71,68,76,74,78,80,1,77,16,4,9,85,10,84,70,6,30,73,19,36,2,89,27,45,13,83,17,41,33,57,8,88,87,18,54,34,0,7,22,26,35,49,25,82,20,29,28,63,39,40,32,31,69,43,46,38,47,50,48,53,37,55,59,42,56,62,12,44,60,66,58,51,52,14,61,64
30,79,72,80,3,82,12,18,21,6,20,73,69,67,74,70,86,78,75,76,0,81,19,2,8,71,5,84,68,7,29,77,15,26,4,87,23,43,14,89,13,39,34,56,9,83,88,16,58,25,1,11,31,22,24,38,45,85,17,41,32,57,42,35,37,28,61,40,33,44,53,47,49,52,51,54,55,36,59,63,27,46,64,62,60,48,50,10,66,65
