21,6,12,20,16,2,78,75,79,85,61,23,25,62,1,4,70,71,7,34,3,73,76,9,67,69,80,77,11,89,14,86,8,72,15,82,24,17,27,26,19,41,83,88,18,84,5,29,52,37,28,13,22,51,64,43,63,65,0,33,31,30,39,40,74,10,36,44,46,81,68,42,45,87,49,54,48,50,59,56,58,55,60,66,32,35,38,47,57,53
34,8,10,18,17,2,74,78,83,84,62,24,25,64,0,3,71,68,7,26,4,76,73,5,67,59,77,81,9,82,16,86,15,72,14,85,21,13,27,28,19,37,79,89,20,88,6,23,47,33,29,12,22,53,61,45,66,63,1,31,32,36,35,40,75,11,38,41,42,80,70,46,44,87,55,48,52,50,54,58,60,57,65,69,30,39,43,49,51,56
21,4,10,24,16,1,66,75,80,84,59,20,29,68,5,6,70,67,8,30,2,73,77,7,72,69,81,78,9,89,11,83,17,74,13,85,22,18,28,33,19,34,79,88,23,87,3,27,49,35,25,12,15,57,62,46,64,61,0,31,36,32,38,37,76,14,40,39,42,82,71,44,55,86,45,47,53,56,52,58,63,51,60,65,26,43,41,48,50,54
28,9,10,22,14,1,67,74,85,80,59,20,25,66,0,3,70,73,4,26,5,72,78,6,69,63,76,79,7,88,18,86,8,71,17,87,19,16,29,32,23,36,83,89,15,84,11,24,53,40,27,13,21,52,64,43,68,65,2,31,35,33,38,44,77,12,42,39,47,82,75,41,46,81,50,49,48,51,58,60,57,56,62,61,30,34,37,45,54,55
25,5,14,21,18,7,72,75,80,88,58,20,22,64,3,2,70,73,6,27,0,76,77,10,69,67,78,79,8,86,11,84,12,74,17,82,23,16,31,33,19,39,83,87,13,89,4,28,51,34,29,9,26,54,62,46,65,63,1,30,32,36,37,40,71,15,41,42,43,81,68,44,49,85,45,48,50,55,56,60,52,57,61,66,24,35,38,47,53,59
27,4,10,22,15,2,66,72,76,86,63,18,25,69,3,0,71,74,7,29,6,67,75,5,64,70,80,81,8,87,12,83,16,77,17,84,19,20,26,28,21,43,82,89,14,88,9,24,49,34,32,13,23,53,61,44,62,59,1,33,36,31,39,37,78,11,38,41,42,79,73,47,46,85,48,50,52,54,56,58,60,57,65,68,30,35,40,45,51,55
25,3,7,17,15,2,66,75,78,88,61,23,22,67,4,0,68,72,10,26,8,74,76,5,71,70,83,79,12,86,14,82,11,73,19,85,21,20,31,27,18,40,80,84,16,89,6,28,52,29,30,9,24,56,58,44,63,62,1,32,37,35,38,39,77,13,34,46,43,81,69,47,41,87,49,48,54,51,53,60,57,59,64,65,33,36,42,45,50,55
25,5,9,18,15,0,73,70,79,88,58,22,23,66,3,6,67,78,11,28,2,74,77,7,63,65,76,80,14,86,10,85,19,72,16,87,24,20,27,32,17,42,82,84,13,89,4,29,51,35,30,12,21,64,60,50,69,62,1,26,34,37,41,39,75,8,36,40,38,81,68,43,45,83,49,47,56,52,48,59,54,57,61,71,33,31,44,46,53,55
26,3,8,19,16,1,70,81,75,85,59,20,23,62,0,5,79,78,6,24,4,71,74,7,66,64,77,76,11,87,9,82,13,73,22,84,25,17,30,28,21,38,86,88,14,89,12,27,51,37,31,15,18,55,63,45,67,65,2,29,35,34,36,32,72,10,39,41,42,80,69,44,48,83,47,49,52,61,53,54,58,56,60,68,33,43,40,46,50,57
26,9,8,14,18,7,71,72,76,84,54,21,22,63,1,5,67,78,10,28,4,75,74,2,64,68,77,81,11,89,13,82,16,70,17,83,20,19,33,29,23,39,85,88,12,86,6,25,47,32,27,15,24,53,66,45,65,55,0,34,35,31,37,38,79,3,41,44,40,80,73,43,48,87,51,52,50,57,60,61,49,62,59,69,30,36,42,46,56,58
26,4,9,10,17,0,71,80,78,83,59,18,25,64,2,5,67,73,13,24,3,72,74,6,69,70,76,81,11,85,19,88,16,75,20,77,28,21,27,29,12,43,84,86,23,87,7,22,48,34,31,8,14,60,61,50,66,63,1,30,33,35,36,38,79,15,40,39,42,82,68,44,46,89,45,47,58,51,55,49,56,62,57,65,32,37,41,52,54,53
